program_id;overlap_count;signature_length;jaccard_index
5698;4;30;0.1333
6062;4;30;0.1333
14730;5;30;0.1667
32088;4;30;0.1333
36428;4;30;0.1333
40142;4;30;0.1333
40345;4;30;0.1333
40546;4;30;0.1333
40625;4;30;0.1333
55235;5;30;0.1667
55236;5;30;0.1667
55257;5;30;0.1667
55258;5;30;0.1667
55259;5;30;0.1667
55260;5;30;0.1667
61646;4;30;0.1333
61647;4;30;0.1333
64161;4;30;0.1333
67422;5;30;0.1667
70997;5;30;0.1667
71877;4;30;0.1333
73217;5;30;0.1667
75526;4;30;0.1333
80531;4;30;0.1333
80960;4;30;0.1333
82542;5;30;0.1667
85407;4;30;0.1333
86910;5;30;0.1667
88545;4;30;0.1333
93135;5;30;0.1667
93140;5;30;0.1667
95002;5;30;0.1667
97579;4;30;0.1333
98116;4;30;0.1333
99915;5;30;0.1667
103326;4;30;0.1333
112447;5;30;0.1667
118749;5;30;0.1667
121517;5;30;0.1667
127976;5;30;0.1667
128429;4;30;0.1333
128587;4;30;0.1333
128917;5;30;0.1667
128919;4;30;0.1333
129761;4;30;0.1333
131137;5;30;0.1667
131751;5;30;0.1667
135849;5;30;0.1667
140413;4;30;0.1333
144928;4;30;0.1333
144930;4;30;0.1333
145442;4;30;0.1333
145693;4;30;0.1333
154964;4;30;0.1333
156735;4;30;0.1333
160798;4;30;0.1333
161654;4;30;0.1333
164055;4;30;0.1333
165246;5;30;0.1667
165247;5;30;0.1667
165938;4;30;0.1333
167033;4;30;0.1333
171656;4;30;0.1333
171764;4;30;0.1333
173734;5;30;0.1667
173736;5;30;0.1667
173737;5;30;0.1667
173776;5;30;0.1667
179088;4;30;0.1333
180920;5;30;0.1667
182143;5;30;0.1667
182432;5;30;0.1667
189316;5;30;0.1667
194887;4;30;0.1333
202564;4;30;0.1333
217758;4;30;0.1333
219113;4;30;0.1333
228791;4;30;0.1333
230846;4;30;0.1333
236428;5;30;0.1667
243943;4;30;0.1333
244149;4;30;0.1333
249452;5;30;0.1667
253546;4;30;0.1333
253622;4;30;0.1333
253880;4;30;0.1333
264080;4;30;0.1333
265802;4;30;0.1333
269552;4;30;0.1333
272743;5;30;0.1667
273367;4;30;0.1333
274773;4;30;0.1333
290072;5;30;0.1667
292542;4;30;0.1333
293458;4;30;0.1333
301721;5;30;0.1667
302329;5;30;0.1667
302331;4;30;0.1333
328791;4;30;0.1333
342709;4;30;0.1333
